trial_id,trial_kind,cell_id,trial_index,trial_seed,code_instance,code_seed,family,rate_label,n,k,rate,p_num,p_den,p_s,transmitted_word_hex,observation_hex,deletion_position,observed_error_weight,forced_error_weight,theorem_offset,theorem_stop_shell_cap,max_generated_attempts,run_exhaustive,run_branch,branch_node_cap,branch_time_ms,code_size,generator_rows_hex,parity_check_rows_hex,code_construction
243,natural,n16_k12_crc_defined_linear_R3_4,51,12273895955078790849,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0xdb0b,0x7b0b,13,0,,1,0,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
244,natural,n16_k12_crc_defined_linear_R3_4,52,8915211356153608039,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0x2f70,0x1770,11,0,,1,0,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
245,natural,n16_k12_crc_defined_linear_R3_4,53,4520062513846711060,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0x47bb,0x23bb,9,0,,1,0,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
246,natural,n16_k12_crc_defined_linear_R3_4,54,12346585303161924396,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0x9fc6,0x4fc7,12,1,,1,1,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
247,natural,n16_k12_crc_defined_linear_R3_4,55,6472444957334909641,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0x26e3,0x26c3,14,1,,1,1,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
248,natural,n16_k12_crc_defined_linear_R3_4,56,15822215378144254918,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0xd03f,0x683f,6,0,,1,0,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
249,natural,n16_k12_crc_defined_linear_R3_4,57,5252929600973205764,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0x3148,0x3148,15,0,,1,0,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
250,natural,n16_k12_crc_defined_linear_R3_4,58,1222965304798091621,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0x8cbe,0x465e,1,0,,1,0,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
251,natural,n16_k12_crc_defined_linear_R3_4,59,9086971105482510600,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0x12a9,0x1a89,10,2,,1,2,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
252,natural,n16_k12_crc_defined_linear_R3_4,60,5386994607795132585,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0x6ca,0x132a,5,2,,1,2,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
253,natural,n16_k12_crc_defined_linear_R3_4,61,6440564319300755117,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0xaabc,0x557c,6,0,,1,0,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
254,natural,n16_k12_crc_defined_linear_R3_4,62,7781824532910479465,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0x9b4a,0x4da2,3,0,,1,0,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
255,natural,n16_k12_crc_defined_linear_R3_4,63,2510280458407970556,0,0,crc_defined_linear,R3_4,16,12,0.75,1,20,0.05,0xbbe8,0x1df4,2,1,,1,1,20000000,True,True,1000000,1500,4096,"0x3001,0x6002,0xc004,0xb008,0x5010,0xa020,0x7040,0xe080,0xf100,0xd200,0x9400,0x1800","0x1f59,0x21eb,0x43d6,0x87ac",systematic cyclic code from degree-4 polynomial 0x13
256,natural,n16_k11_extended_hamming_HAMMING,0,2038798182828428018,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x5a66,0x2d46,6,2,,1,2,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
257,natural,n16_k11_extended_hamming_HAMMING,1,5360001334320913385,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xf660,0x7330,0,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
258,natural,n16_k11_extended_hamming_HAMMING,2,17655619486458067237,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xca60,0x7530,1,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
259,natural,n16_k11_extended_hamming_HAMMING,3,11500109485938059680,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x274e,0x53ae,5,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
260,natural,n16_k11_extended_hamming_HAMMING,4,15761747023982554116,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xeb41,0x6b61,15,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
261,natural,n16_k11_extended_hamming_HAMMING,5,16796202125408746152,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x41eb,0x21ef,12,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
262,natural,n16_k11_extended_hamming_HAMMING,6,4206957958216362641,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x1718,0xf99,6,2,,1,2,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
263,natural,n16_k11_extended_hamming_HAMMING,7,6858899984759495761,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xcc0,0xc40,14,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
264,natural,n16_k11_extended_hamming_HAMMING,8,16071133240092094063,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xb444,0x7444,14,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
265,natural,n16_k11_extended_hamming_HAMMING,9,17048132645320393107,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x6305,0x3185,7,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
266,natural,n16_k11_extended_hamming_HAMMING,10,16041223843370309383,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x6933,0x7533,10,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
267,natural,n16_k11_extended_hamming_HAMMING,11,9800694372440350014,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xb812,0x5c12,8,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
268,natural,n16_k11_extended_hamming_HAMMING,12,14194649225829772707,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x3cf0,0x1f70,5,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
269,natural,n16_k11_extended_hamming_HAMMING,13,10461131867164667554,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x8788,0x4188,9,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
270,natural,n16_k11_extended_hamming_HAMMING,14,11372814288917612777,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x939c,0x59ce,1,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
271,natural,n16_k11_extended_hamming_HAMMING,15,13783678620773013302,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x1144,0x944,11,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
272,natural,n16_k11_extended_hamming_HAMMING,16,16902453908200573049,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xb87b,0x5cb3,5,2,,1,2,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
273,natural,n16_k11_extended_hamming_HAMMING,17,927766026345846300,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xc003,0x6003,2,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
274,natural,n16_k11_extended_hamming_HAMMING,18,5916002807860977872,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x5ca3,0x2ea3,9,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
275,natural,n16_k11_extended_hamming_HAMMING,19,9017735755699842660,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xb182,0x7182,15,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
276,natural,n16_k11_extended_hamming_HAMMING,20,10752360911227334657,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x4e7d,0x2e7d,13,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
277,natural,n16_k11_extended_hamming_HAMMING,21,17653954291858454201,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xa55a,0x5292,6,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
278,natural,n16_k11_extended_hamming_HAMMING,22,2672634814499903340,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xee44,0x5e44,10,2,,1,2,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
279,natural,n16_k11_extended_hamming_HAMMING,23,13071496566246756663,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x2d88,0x16c2,2,2,,1,2,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
280,natural,n16_k11_extended_hamming_HAMMING,24,31203111642617237,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x24b2,0x64b2,15,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
281,natural,n16_k11_extended_hamming_HAMMING,25,5242159840654666158,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x812b,0x50ab,7,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
282,natural,n16_k11_extended_hamming_HAMMING,26,392816617797676895,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x7b74,0x3f74,10,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
283,natural,n16_k11_extended_hamming_HAMMING,27,2643448999987504989,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x3ccc,0x1ecc,8,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
284,natural,n16_k11_extended_hamming_HAMMING,28,16668493239232160273,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x7d4e,0x3d4e,10,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
285,natural,n16_k11_extended_hamming_HAMMING,29,1869894587207147034,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xde2e,0x2da6,6,4,,1,4,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
286,natural,n16_k11_extended_hamming_HAMMING,30,2408729666582563396,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xb127,0x5896,4,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
287,natural,n16_k11_extended_hamming_HAMMING,31,17337043529278511255,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x9c5,0x9c5,13,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
288,natural,n16_k11_extended_hamming_HAMMING,32,10182138212142375080,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xaa3c,0x553c,7,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
289,natural,n16_k11_extended_hamming_HAMMING,33,2559270876248535496,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x50f5,0x29f5,9,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
290,natural,n16_k11_extended_hamming_HAMMING,34,4708049692574826341,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x96cc,0x17cd,15,2,,1,2,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
291,natural,n16_k11_extended_hamming_HAMMING,35,11698793836701902142,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xc993,0x6193,11,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
292,natural,n16_k11_extended_hamming_HAMMING,36,14705064949604140591,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xd1b8,0x79b8,9,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
293,natural,n16_k11_extended_hamming_HAMMING,37,10803547030150407318,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x2148,0x1488,6,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
294,natural,n16_k11_extended_hamming_HAMMING,38,12493915749563402388,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xf00,0x782,7,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
295,natural,n16_k11_extended_hamming_HAMMING,39,8821156686515514335,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x635f,0x6757,15,2,,1,2,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
296,natural,n16_k11_extended_hamming_HAMMING,40,6616519147473500891,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x6035,0x3815,4,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
297,natural,n16_k11_extended_hamming_HAMMING,41,12268077918968752021,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x33f0,0x19f8,0,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
298,natural,n16_k11_extended_hamming_HAMMING,42,18134602698040183690,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x8282,0x6102,4,2,,1,2,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
299,natural,n16_k11_extended_hamming_HAMMING,43,14762823571080574934,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xc99c,0x6d9c,12,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
300,natural,n16_k11_extended_hamming_HAMMING,44,15503869798139413585,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xddbb,0x6ecb,5,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
301,natural,n16_k11_extended_hamming_HAMMING,45,1179307297854417536,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x6999,0x5599,10,2,,1,2,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
302,natural,n16_k11_extended_hamming_HAMMING,46,15964961218240018946,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0xf536,0x7a9a,2,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
303,natural,n16_k11_extended_hamming_HAMMING,47,9832551010412793899,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x24e7,0x1233,2,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
304,natural,n16_k11_extended_hamming_HAMMING,48,4489757913825792268,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x95cf,0x4bcf,9,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
305,natural,n16_k11_extended_hamming_HAMMING,49,11724728349383664707,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x695a,0x2952,13,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
306,natural,n16_k11_extended_hamming_HAMMING,50,11490147553372201585,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x7e2b,0x3f6b,7,1,,1,1,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
307,natural,n16_k11_extended_hamming_HAMMING,51,16206689998170241566,0,0,extended_hamming,HAMMING,16,11,0.6875,1,20,0.05,0x33f,0x19f,4,0,,1,0,20000000,True,True,1000000,1500,2048,"0xf,0x33,0x55,0x96,0x303,0x505,0x906,0x1111,0x2112,0x4114,0x8117","0xaaaa,0xcccc,0xf0f0,0xff00,0xffff","standard extended Hamming [16,11,4] with systematic data-position basis"
