trial_id	n	k	a	y	tx	generator_rows	parity_check_rows	max_generated_attempts	run_exhaustive	run_branch	branch_node_cap	branch_time_ms
389	24	18	19	0x4435d4	0x8075d4	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	1	1	1000000	1500
390	24	18	19	0x629ca	0xc5b0a	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	1	1	1000000	1500
391	24	18	19	0x35c167	0x6b83e7	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	1	1	1000000	1500
392	24	18	19	0x749e0e	0xe89e0e	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
393	24	18	19	0x718872	0xe310e6	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
394	24	18	19	0x2ae0ef	0x55c0d7	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
395	24	18	19	0x52061e	0xa40e1e	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
396	24	18	19	0x12fd2a	0x36fd2a	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
397	24	18	19	0x6f41fd	0xde82fd	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
398	24	18	19	0x6509ab	0xc509ab	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
399	24	18	19	0x2efd8e	0x6afd9e	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
400	24	18	19	0x1d4b44	0x3a4b45	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
401	24	18	19	0x561c8a	0xa4390a	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
402	24	18	19	0x52b295	0xaa3295	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
403	24	18	19	0x2377e6	0x56eee6	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
404	24	18	19	0x462b1d	0x8c2bbd	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
405	24	18	19	0x3322f0	0x664a70	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
406	24	18	19	0xa7704	0x14f704	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
407	24	18	19	0x4f622a	0x9e622f	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
408	24	18	19	0x6da997	0xdb532f	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
409	24	18	19	0xebfd7	0x1d3d97	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
410	24	18	19	0x3754fc	0x6e299c	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
411	24	18	19	0x2359ad	0x46b35f	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
412	24	18	19	0x2ffec2	0x5ffec2	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
413	24	18	19	0x73016e	0xa602de	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
414	24	18	19	0x108e70	0x290e70	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
415	24	18	19	0x18a82d	0x30a82d	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
416	24	18	19	0x6b70bc	0x56e2bc	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
417	24	18	19	0x19f237	0xb5f237	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
418	24	18	19	0x19503d	0x30a07d	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
419	24	18	19	0x48c436	0x918836	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
420	24	18	19	0x432e71	0x864e73	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
421	24	18	19	0x74d4a6	0xe9b6b6	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
422	24	18	19	0x252e64	0x4e5ce0	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
423	24	18	19	0x67a65e	0x77b65c	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
424	24	18	19	0x263640	0x486e40	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
425	24	18	19	0x613856	0x826c76	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
426	24	18	19	0x3ee423	0xfee401	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
427	24	18	19	0x121e28	0x241e28	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
428	24	18	19	0x3657df	0x6cd75d	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
429	24	18	19	0x2378d8	0x46f1b0	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
430	24	18	19	0xf87b6	0xc0f36	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
431	24	18	19	0x697c0	0xd2fe0	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
432	24	18	19	0x67a578	0xcf4d78	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
433	24	18	19	0x57a354	0xad46d4	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
434	24	18	19	0x2ddc02	0x5ba582	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
435	24	18	19	0x11967b	0x212cb1	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
436	24	18	19	0x151308	0x2a2610	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
437	24	18	19	0x3aec3c	0x75f9bc	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
438	24	18	19	0x1b89fd	0xb709bd	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
439	24	18	19	0x7374be	0xe6e93e	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
440	24	18	19	0x23827f	0x4704ef	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
441	24	18	19	0x34d85	0x69b45	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
442	24	18	19	0x78a42d	0xf0a52d	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
443	24	18	19	0x3a3534	0x745534	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
444	24	18	19	0x1a2150	0x3450a0	0xe40001,0x680002,0xf00004,0x280008,0x10,0x500020,0xac0040,0x500080,0x6c0100,0x200200,0x180400,0xe80800,0x141000,0x142000,0x204000,0x9c8000,0xa10000,0x60000	0x6b141,0x88d4a,0x10b4a4,0x214b4f,0x4009a7,0x818845	20000000	0	0	1000000	1500
445	24	18	19	0x3eecc6	0x7dd98c	0xc0001,0xf40002,0x540004,0xc00008,0x640010,0x180020,0x380040,0x800080,0xa00100,0x900200,0xa00400,0x480800,0xc1000,0x742000,0x704000,0x988000,0x650000,0x8a0000	0x53017,0xa9861,0x10e266,0x216552,0x41681e,0x82878a	20000000	0	0	1000000	1500
446	24	18	19	0x5fa5b5	0xbda5b5	0x440001,0x940002,0xdc0004,0xfc0008,0x600010,0xd00020,0x880040,0x880080,0xbc0100,0x880200,0x940400,0x540800,0x1c1000,0x142000,0x184000,0x788000,0x590000,0x5a0000	0x43d0f,0xbd3cc,0x13fd2e,0x208118,0x43883d,0x8007ee	20000000	0	0	1000000	1500
447	24	18	19	0x440e79	0x840e79	0x200001,0x780002,0x880004,0xa00008,0xe00010,0x6c0020,0x9c0040,0x440080,0x140100,0x640200,0x580400,0x280800,0xfc1000,0x9c2000,0xc04000,0xe08000,0x250000,0xba0000	0x533e0,0xa3c66,0x123542,0x239a3b,0x40d6b2,0x82f05c	20000000	0	0	1000000	1500
448	24	16	19	0x3174c3	0x62e987	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	1	1	1000000	1500
449	24	16	19	0x2660b6	0x4d416c	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	1	1	1000000	1500
450	24	16	19	0x5326bc	0xa65bbc	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	1	1	1000000	1500
451	24	16	19	0x29d654	0x53ac50	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	1	1	1000000	1500
452	24	16	19	0x4563a6	0xe567a6	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	1	1	1000000	1500
453	24	16	19	0x79287d	0xf27071	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	1	1	1000000	1500
454	24	16	19	0x1f5df8	0x3ebbf8	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	1	1	1000000	1500
455	24	16	19	0x779196	0xef2312	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	1	1	1000000	1500
456	24	16	19	0x14dec2	0x2cdec2	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
457	24	16	19	0x47ee22	0x8fdc42	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
458	24	16	19	0x5a2441	0x4a2451	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
459	24	16	19	0x6d8529	0xdb0a72	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
460	24	16	19	0x64985a	0xc8985a	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
461	24	16	19	0x25a40d	0x45a60d	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
462	24	16	19	0x4c56d0	0x98ada0	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
463	24	16	19	0x76675b	0xb6475b	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
464	24	16	19	0x3142b5	0x7342b5	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
465	24	16	19	0x430198	0x68358	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
466	24	16	19	0x2223df	0x447bf	0x70001,0xe0002,0x1c0004,0x380008,0x700010,0xe00020,0xc70040,0x890080,0x150100,0x2a0200,0x540400,0xa80800,0x571000,0xae2000,0x5b4000,0xb68000	0x151c1,0x2f243,0x4b547,0x86a8e,0x10d51c,0x20aa38,0x405470,0x80a8e0	20000000	0	0	1000000	1500
